time,open_4h,high_4h,low_4h,close_4h,volume_4h,ema20_4h_4h,ema78_4h_4h,ema200_4h_4h,rsi_4h_4h,macd_4h_4h,hist_4h_4h,ema20_gap_4h_4h,ema78_gap_4h_4h,ema200_gap_4h_4h,ema20_slope_4h_4h,ema78_slope_4h_4h,volatility_4h_4h,open_1h,high_1h,low_1h,close_1h,volume_1h,ema20_1h_1h,ema78_1h_1h,ema200_1h_1h,rsi_1h_1h,macd_1h_1h,hist_1h_1h,ema20_gap_1h_1h,ema78_gap_1h_1h,ema200_gap_1h_1h,ema20_slope_1h_1h,ema78_slope_1h_1h,volatility_1h_1h,open_1d,high_1d,low_1d,close_1d,volume_1d,ema20_1d_1d,ema78_1d_1d,ema200_1d_1d,rsi_1d_1d,macd_1d_1d,hist_1d_1d,ema20_gap_1d_1d,ema78_gap_1d_1d,ema200_gap_1d_1d,ema20_slope_1d_1d,ema78_slope_1d_1d,volatility_1d_1d,target,signal,ret,strategy_ret,position_change,fee_cost,strategy_ret_net,equity
2026-05-15 20:00:00,79146.5,79217.07,78911.42,79113.21,1932.25394,80190.91581611116,79969.54577191819,77810.87027694518,40.51847573936394,-255.67160954719293,-122.1870983672692,-0.0134392506326087,-0.010708273551541,0.0167372465880349,-0.0045882881912356,-0.0008324475828758,0.0099948044252356,79146.5,79217.07,79000.0,79123.12,224.44355,79876.60816183816,80328.52817041342,80348.02389120181,36.59915671774328,-409.91644703522616,-133.70004642063742,-0.0094331516970715,-0.0150059785467027,-0.0152449784310867,-0.0030480754474873,-0.0011388564995039,0.0052396868048528,81090.0,81664.45,78659.0,79113.21,17351.27079,79247.8583305559,76218.5063787854,81961.7383104916,52.207112222911874,1418.3701726501895,-295.2788137353614,-0.0016990784784902,0.0379790126931733,-0.0347543667229292,0.0025799172720999,0.0038108491836779,0.0147501373993761,1,0,-0.0003795826259611612,-0.0,0.0,0.0,-0.0,1.1697344166699941
2026-05-16 00:00:00,79113.2,79227.77,79010.0,79083.18,1248.1828,80085.4171669577,79947.10613212279,77823.53007518454,40.32148246387776,-310.9575571621681,-141.97843678579548,-0.0125146025632644,-0.0108062214371468,0.0161859777319086,-0.0042376868438567,-0.0008328277546059,0.0098622145998882,79113.2,79227.77,79075.09,79111.92,314.0124,79614.32826979968,80206.60519838349,80298.18698962936,37.71019423249724,-412.5118455792399,-50.69277133034677,-0.0063105257648736,-0.0136483173134667,-0.0147732724000676,-0.002209152401875,-0.0010912174922795,0.0051259835791296,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,-0.009021008007012221,-0.0,0.0,0.0,-0.0,1.1697344166699941
2026-05-16 04:00:00,79083.19,79129.71,78066.0,78369.77,2404.82958,79922.02219867603,79907.17357181587,77828.96529831702,35.8609323540356,-407.639281850119,-190.9281291789971,-0.0194220836256785,-0.0192398692519657,0.006948630238242,-0.0047610907041933,-0.0010577921749931,0.0100029643396395,79083.19,79129.71,78860.0,79035.26,321.76822,79446.16086964053,80099.60384274086,80251.59345852441,36.87453336481967,-358.68725647860265,9.260900348859934,-0.0051720670343626,-0.0132877541420865,-0.0151565022712357,-0.0015792015892639,-0.0010065757010272,0.0049201340107584,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,-0.003675651976520977,-0.0,0.0,0.0,-0.0,1.1697344166699941
2026-05-16 08:00:00,78369.78,78530.52,77640.0,78081.71,3846.10003,79746.75437023069,79860.95930417496,77831.4801709706,34.21505445267455,-501.720755245522,-228.00768205952005,-0.0208791490434905,-0.022279337985387,0.0032150208177942,-0.0055388000169369,-0.0013578477493535,0.0096980620434522,78369.78,78530.52,78334.21,78426.56,379.04319,79164.54007503264,79954.51618895236,80187.43411410165,29.220636434976832,-413.7806291000889,-34.22917273116491,-0.0093221039916757,-0.0191103174877754,-0.0219594769873299,-0.0030442927433642,-0.0014729470676169,0.0049434425416309,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,0.0020102018769823093,0.0,0.0,0.0,0.0,1.1697344166699941
2026-05-16 12:00:00,78080.46,78346.0,77833.4,78238.67,2684.35726,79603.12728735157,79819.8886888794,77835.53181106044,35.94030286181422,-557.1926702391211,-226.7836776424953,-0.0171407497902205,-0.0198098332990997,0.0051793593434697,-0.0060221935112192,-0.0015912701459531,0.0097355594438932,78080.46,78133.38,77918.62,78007.23,791.53177,78790.85327614693,79767.17478877556,80102.95574881358,26.94944072626236,-499.6904685654299,-58.07955383204148,-0.0099456122578147,-0.0220635216608325,-0.0261629015961077,-0.0034242762381774,-0.0017517005496251,0.0018960965148675,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,0.00026828165662839965,0.0,0.0,0.0,0.0,1.1697344166699941
2026-05-16 16:00:00,78238.68,78364.65,78119.72,78259.66,1260.04581,79475.17802188953,79780.38922840144,77839.75199204491,36.18133832283753,-592.6293823254091,-209.77631178302664,-0.0152943101499532,-0.0190614415786789,0.0053945188314321,-0.0055910018852588,-0.0015866453254097,0.0096778863456325,78238.68,78364.65,78119.72,78205.96,328.10255,78581.33645281928,79609.48772252753,80026.31181280481,34.119039150017095,-436.56395270298526,18.41104991416455,-0.0047769161198301,-0.0176301564383808,-0.0227469162525309,-0.0017224750704011,-0.0014214011048275,0.0018753036493129,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,-0.0014261498197155609,-0.0,0.0,0.0,-0.0,1.1697344166699941
2026-05-16 20:00:00,78259.67,78318.94,78125.32,78148.05,689.34644,79348.78487694767,79739.06418464445,77842.81963391512,35.418209228318126,-622.5429387197946,-191.75189454192972,-0.0151323662839921,-0.0199527571700651,0.003921111382146,-0.0049904161796404,-0.0015263417894373,0.0085327802640862,78259.67,78318.94,78201.42,78261.0,194.3429,78468.91227609823,79475.85268920666,79956.20043537999,36.34434328329202,-338.73101352131926,65.77778116196652,-0.0026496133317953,-0.0152858088098455,-0.0212016132100978,-0.0009707698723305,-0.0012314319817767,0.0018003873946487,79113.2,79227.77,77640.0,78148.05,12132.86192,79143.11468002676,76267.35558438578,81923.79116312353,48.89144749220272,1164.6990384859964,-439.1599583196437,-0.0125729785092458,0.0246592320030466,-0.0460884574495022,0.0009295541572671,0.0033219998292708,0.0147378228006404,1,0,-0.0015249260858076763,-0.0,0.0,0.0,-0.0,1.1697344166699941
2026-05-17 00:00:00,78148.05,78243.19,77721.19,78028.88,1284.92928,79223.0796505717,79695.76838250156,77844.67098084134,34.579558095487265,-648.3914180746942,-174.08029911746348,-0.0150738857393443,-0.0209156447868258,0.0023663664684766,-0.0047742802290665,-0.001555004754036,0.0081506999275892,78148.05,78243.19,77812.0,77945.85,311.59646,78355.08033675989,79344.97054250854,79884.79823461342,28.815606031632644,-289.67141376130166,50.42803008989557,-0.0052227671135178,-0.0176333866273094,-0.0242718048672905,-0.0012043565887425,-0.0012618271237653,0.0018361042178796,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,1,0,0.001936846972556694,0.0,0.0,0.0,0.0,1.1697344166699941
2026-05-17 04:00:00,78028.88,78323.96,78003.35,78180.01,952.09545,79123.73968385058,79657.3947525648,77848.00768749964,36.62889995599608,-649.1980452835123,-139.9095410610253,-0.0119272633930269,-0.0185467370249041,0.004264750278942,-0.0044219886861046,-0.0015416630205266,0.0081406701139603,78028.88,78203.93,78003.35,78158.09,375.99093,78227.98911455044,79209.62833026239,79809.08346849884,42.96355455231653,-257.80195641107275,48.67800612816899,-0.0008935307597909,-0.0132753852331945,-0.0206867864752575,-0.0008576674091873,-0.001189704205268,0.001707335638291,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,0,-1,0.0030184186469150998,-0.0030184186469150998,1.0,0.0004,-0.0034184186469151,1.1657357747281112
2026-05-17 08:00:00,78180.0,78599.99,78033.01,78415.99,1136.18338,79056.3349520553,79625.96678414544,77853.65925279816,39.79997699366918,-623.60713446101,-91.4549041908183,-0.0080998562916386,-0.0151957562716381,0.0072229199320729,-0.0036856257514956,-0.001418343714658,0.0081548653039945,78180.0,78200.91,78033.01,78089.8,117.37418,78193.57229013286,79103.78985657758,79743.0090591733,41.72709332876645,-183.22654585122652,62.508960598823705,-0.0013271204664727,-0.0128184737850871,-0.0207317115152569,-0.0003102416654808,-0.0009887166897216,0.0013267513179323,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,0,-1,-0.004649306856930657,0.004649306856930657,0.0,0.0,0.004649306856930657,1.1711556380589239
2026-05-17 12:00:00,78415.99,78550.0,77850.0,78051.41,1115.91599,78960.62781376432,79586.10458707846,77855.62692192454,36.74104788265075,-625.5339463868295,-74.70537289331025,-0.0115148250329112,-0.0192834489769414,0.0025146940024231,-0.0033128204301696,-0.0013760303419971,0.0079053196573471,78415.99,78550.0,78333.8,78364.83,254.43689,78254.21879475324,79032.74035612957,79689.34478119611,51.38570930988482,-73.79905096905713,87.96358065282828,0.0014134855212966,-0.0084510590562834,-0.0166209771812384,0.0007076347478964,-0.0006248894392697,0.0014806936377833,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,1,0,0.004662183553122201,0.0,1.0,0.0004,-0.0004,1.1706871758037003
2026-05-17 16:00:00,78051.42,78468.46,77856.69,78415.3,837.07576,78908.69183150106,79556.46396462077,77861.19580827355,41.56827017808917,-590.8867027801462,-32.04650342930154,-0.0062526930817028,-0.0143440759902079,0.007116564110971,-0.0027178676489354,-0.0012670611216641,0.0079087347585724,78051.42,78193.66,78025.23,78034.36,142.87987,78196.3816838202,78940.197799719,79626.41414886162,41.01980099060817,-92.4501897226728,23.858483713514172,-0.0020719844106767,-0.011474987711802,-0.019994045517173,-0.0006766902353547,-0.0009053616616184,0.0016098109115217,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,0,-1,-0.0122122851025247,0.0122122851025247,1.0,0.0004,0.011812285102524701,1.184515666490163
2026-05-17 20:00:00,78415.29,78485.36,76735.16,77457.67,3116.50234,78770.49927612001,79503.32994019998,77857.18062610168,34.17696542041555,-633.3998116036091,-59.64768980221152,-0.0166665095205002,-0.0257304938263424,-0.0051313266533535,-0.0036155948300492,-0.0015401614435389,0.0054417086257178,78415.29,78435.32,78248.8,78277.36,205.39109,78221.03977497615,78874.36848035544,79572.97525125038,50.44460145489871,-40.20676643762272,42.34049480659381,0.0007200137608228,-0.0075691063124534,-0.0162821013938399,0.0004449834294195,-0.0005613984150151,0.001671953636068,78148.05,78599.99,76735.16,77457.67,8442.7022,78982.59613907183,76297.49012655321,81879.35214657504,46.61108584164342,897.6078759529628,-565.000896682142,-0.0193071159168629,0.0152060031270022,-0.0540024075747403,-0.0035254672821297,0.0020247456544695,0.0143966755013577,1,0,-0.006881436015310105,-0.0,1.0,0.0004,-0.0004,1.184041860223567
2026-05-18 00:00:00,77457.67,77477.99,76707.61,76924.65,2888.01155,78594.70410696573,79438.04690373923,77847.90171439918,30.88512368166898,-702.0096853359282,-102.60605082762449,-0.0212489394284483,-0.0316397117213229,-0.0118596865691553,-0.0046342552855792,-0.0018603458996693,0.0054496904593175,77457.67,77477.99,76916.6,77209.95,1062.83033,78054.54657326252,78765.19180483145,79501.9844711879,28.655198845551865,-160.3235218399932,-71.4754414611402,-0.0108205941913937,-0.0197452931833787,-0.0288299026298966,-0.0023528249205443,-0.0012339470869582,0.0024724272581185,77457.67,77800.0,76051.0,77001.87,18745.51678,78793.95555439832,76315.32252841262,81830.8199859126,45.11497971120463,641.7591545843025,-656.6796944406419,-0.0227439470678824,0.0089961943269225,-0.059011384546115,-0.0057276346101907,0.0012702446456516,0.0141251883300262,1,0,0.0019374803785263683,0.0,0.0,0.0,0.0,1.184041860223567
2026-05-18 04:00:00,76924.66,77089.29,76583.33,77073.69,2702.66726,78449.84562058805,79378.1897669357,77840.19811525094,32.83319197838141,-735.8745187690947,-109.17670740863277,-0.0175418525008148,-0.0290319012527496,-0.0098472014949915,-0.005814900744937,-0.0022408511992733,0.005542313369385,76924.66,77069.77,76772.01,77038.49,354.48166,77698.69306942141,78590.82940570945,79402.96951437266,30.873739607221435,-336.0429583071964,-123.70089647656248,-0.0084969649210384,-0.0197521697817413,-0.0297782252834342,-0.0034095306052962,-0.0016823369363109,0.0026132486561448,77457.67,77800.0,76051.0,77001.87,18745.51678,78793.95555439832,76315.32252841262,81830.8199859126,45.11497971120463,641.7591545843025,-656.6796944406419,-0.0227439470678824,0.0089961943269225,-0.059011384546115,-0.0057276346101907,0.0012702446456516,0.0141251883300262,1,0,0.0027524308230213457,0.0,0.0,0.0,0.0,1.184041860223567
2026-05-18 08:00:00,77073.69,77403.48,76668.58,77285.83,2052.55387,78338.98699005586,79325.21863359555,77834.68201460168,35.6149668090214,-737.097912270634,-88.32008072813755,-0.0134435870378249,-0.0257092091106047,-0.0070515096920254,-0.0054780950994298,-0.0022402999564723,0.0056492632649156,77073.69,77181.88,76890.34,77040.42,562.21651,77466.73201598137,78434.87730023896,79308.35946444572,34.04295325129629,-352.0862433397415,-53.8880374181968,-0.0055031625174716,-0.0177785361338828,-0.0285964743157049,-0.0020468181517414,-0.0014505785900466,0.0024955655661663,77457.67,77800.0,76051.0,77001.87,18745.51678,78793.95555439832,76315.32252841262,81830.8199859126,45.11497971120463,641.7591545843025,-656.6796944406419,-0.0227439470678824,0.0089961943269225,-0.059011384546115,-0.0057276346101907,0.0012702446456516,0.0141251883300262,1,0,-0.011339336072343387,-0.0,0.0,0.0,-0.0,1.184041860223567
2026-05-18 12:00:00,77285.83,77800.0,76051.0,76409.46,6216.09738,78155.22251481244,79251.40195932731,77820.50070102356,30.07375725130205,-799.5662927944213,-120.63076900153987,-0.0223371191155084,-0.0358598319911844,-0.0181319920626646,-0.0055917456162842,-0.0023495661296669,0.005995683809706,77285.83,77800.0,77275.96,77639.98,980.76582,77375.27937698134,78311.02857818367,79224.09043557211,52.88367251113012,-257.90789413733,49.00646207488899,0.0034209973152923,-0.0085690175492168,-0.0199953123710568,-0.000524908298159,-0.0010948214443321,0.0032220556714203,77457.67,77800.0,76051.0,77001.87,18745.51678,78793.95555439832,76315.32252841262,81830.8199859126,45.11497971120463,641.7591545843025,-656.6796944406419,-0.0227439470678824,0.0089961943269225,-0.059011384546115,-0.0057276346101907,0.0012702446456516,0.0141251883300262,1,0,0.006786332477680013,0.0,0.0,0.0,0.0,1.184041860223567
2026-05-18 16:00:00,76409.46,76995.0,76144.24,76928.0,3295.85681,78038.3441800684,79192.58165655952,77811.62009703327,36.380983712199225,-798.0318753381871,-95.27708123624438,-0.0142281873319396,-0.0285958811947879,-0.0113558886954335,-0.0052454079069808,-0.0023382759284528,0.0063668633411533,76409.46,76665.68,76218.0,76410.01,1252.9383,77092.73198660839,78137.6712454791,79118.6783467462,34.43298279782273,-354.39327000445337,-38.209316603414266,-0.0088558540995406,-0.0221104778007965,-0.0342355105437323,-0.0031147282416834,-0.0017705178970264,0.0039017061745671,77457.67,77800.0,76051.0,77001.87,18745.51678,78793.95555439832,76315.32252841262,81830.8199859126,45.11497971120463,641.7591545843025,-656.6796944406419,-0.0227439470678824,0.0089961943269225,-0.059011384546115,-0.0057276346101907,0.0012702446456516,0.0141251883300262,1,0,0.0009602485440931563,0.0,0.0,0.0,0.0,1.184041860223567
